title,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Nanatsu no Taizai: Imashime no Fukkatsu,TV,24,Finished Airing,Winter 2018,Winter,2018.0,"Action, Adventure, Fantasy",,A-1 Pictures,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic",Shounen,PG-13 - Teens 13 or older,7.54,1883.0,137.0,1189039.0,3715.0
Nana Maru San Batsu,TV,12,Finished Airing,Summer 2017,Summer,2017.0,,"School, Strategy Game",TMS Entertainment,"Toei Video, Enterbrain, Nippon Television Network",Seinen,PG-13 - Teens 13 or older,6.66,6356.0,2692.0,78678.0,75.0
"Onihei: Sono Otoko, Heizou Hasegawa",OVA,1,Finished Airing,,,,,"Historical, Samurai",MAPPA,"TMS Entertainment, Studio M2",,R+ - Mild Nudity,6.41,7919.0,10133.0,3861.0,3.0
Natsume Yuujinchou Roku,TV,11,Finished Airing,Spring 2017,Spring,2017.0,"Slice of Life, Supernatural","Iyashikei, Mythology",Shuka,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Shoujo,PG-13 - Teens 13 or older,8.61,104.0,1329.0,202366.0,1144.0
"""Parade"" de Satie",Movie,1,Finished Airing,,,,Avant Garde,Music,Yamamura Animation,add some,,G - All Ages,5.31,13137.0,13596.0,1383.0,2.0
Made in Abyss,TV,13,Finished Airing,Summer 2017,Summer,2017.0,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Gore,Kinema Citrus,"AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Kadokawa, Global Solutions, IRMA LA DOUCE",,R - 17+ (violence & profanity),8.63,91.0,91.0,1511025.0,47036.0
Nagoya Tetsudou Special Movie,ONA,1,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,5.88,10915.0,19027.0,412.0,1.0
Kubbe Gachapin Mukku,TV Special,1,Finished Airing,,,,Fantasy,,add some,"TMS Entertainment, Fuji TV",,G - All Ages,5.23,13338.0,18913.0,421.0,0.0
Guomin Laogong Dai Huijia,ONA,12,Finished Airing,,,,"Drama, Romance",School,B.CMAY PICTURES,"bilibili, Tencent Video, China Literature Limited",,PG-13 - Teens 13 or older,5.99,10305.0,5073.0,22785.0,79.0
UQ Holder! Mahou Sensei Negima! 2 OVA,OVA,3,Finished Airing,,,,"Action, Fantasy, Sci-Fi",,J.C.Staff,Kodansha,Shounen,PG-13 - Teens 13 or older,7.17,3692.0,4508.0,30174.0,32.0
Lostorage Conflated WIXOSS,TV,12,Finished Airing,Spring 2018,Spring,2018.0,Suspense,"High Stakes Game, Psychological, Strategy Game",J.C.Staff,add some,,R - 17+ (violence & profanity),7.08,4162.0,4326.0,33024.0,78.0
Saiki Kusuo no Ψ-nan 2,TV,24,Finished Airing,Winter 2018,Winter,2018.0,Comedy,"Gag Humor, School, Super Power","J.C.Staff, Egg Firm","TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",Shounen,PG-13 - Teens 13 or older,8.41,208.0,327.0,701725.0,4384.0
Garo: Honoo no Kokuin - Yurugaro,TV,23,Finished Airing,Fall 2014,Fall,2014.0,"Comedy, Fantasy",Parody,DLE,Pony Canyon,,PG - Children,5.51,12543.0,12190.0,2109.0,0.0
Teekyuu 8 Specials,Special,2,Finished Airing,,,,"Comedy, Sports",,Millepensee,add some,Shounen,PG-13 - Teens 13 or older,5.97,10431.0,9950.0,4071.0,0.0
Usakame Special,Special,1,Finished Airing,,,,"Comedy, Sports",,Millepensee,DAX Production,Shounen,PG-13 - Teens 13 or older,5.59,12282.0,10867.0,3086.0,0.0
Blend S,TV,12,Finished Airing,Fall 2017,Fall,2017.0,Comedy,"Otaku Culture, Workplace",A-1 Pictures,"Aniplex, Houbunsha, Kansai TV, Lawson, Contents Seed, Kinoshita Group Holdings, Drecom",,PG-13 - Teens 13 or older,7.24,3276.0,333.0,693649.0,2994.0
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,26,Finished Airing,Spring 2019,Spring,2019.0,"Drama, Sci-Fi",,feel.,"Genco, AT-X, BS Fuji, MAGES., NBCUniversal Entertainment Japan, Nagoya Broadcasting Network, bilibili, Yomiuri TV Enterprise, ABC Animation",,PG-13 - Teens 13 or older,6.59,6784.0,1514.0,175991.0,549.0
Giant Robo,Special,1,Finished Airing,,,,,Mecha,OLM,Soft Garage,,G - All Ages,5.76,11516.0,13730.0,1333.0,4.0
Bakuon!! no Kobeya,Special,4,Finished Airing,,,,Comedy,CGDCT,TMS Entertainment,"Lantis, NBCUniversal Entertainment Japan, Akita Shoten",Seinen,PG-13 - Teens 13 or older,6.2,9114.0,9872.0,4163.0,2.0
Master of Torque: Epilogue,ONA,1,Finished Airing,,,,,Racing,Shimogumi,add some,,G - All Ages,4.84,13920.0,15749.0,782.0,0.0
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,Finished Airing,,,,"Adventure, Comedy, Fantasy","Isekai, Parody",Studio Deen,"Half H.P Studio, Nippon Columbia",,PG-13 - Teens 13 or older,8.01,686.0,655.0,400043.0,755.0
Taka no Tsume x Hello Kitty ga Masaka no Collab!,ONA,1,Finished Airing,,,,Comedy,,DLE,Sanrio,,G - All Ages,4.88,13868.0,17708.0,516.0,0.0
MiniGARO,ONA,2,Finished Airing,,,,Comedy,,add some,Tohokushinsha Film Corporation,,G - All Ages,5.13,13546.0,18180.0,476.0,0.0
MiniGARO Manner Movie,Movie,2,Finished Airing,,,,Comedy,,add some,Tohokushinsha Film Corporation,,G - All Ages,,18693.0,18772.0,432.0,0.0
Aitata Bocchi,Special,1,Finished Airing,,,,"Avant Garde, Drama",,add some,add some,,PG-13 - Teens 13 or older,5.5,12584.0,16641.0,637.0,0.0
Such a Good Place to Die,Movie,1,Finished Airing,,,,Avant Garde,,add some,add some,,PG-13 - Teens 13 or older,5.56,12379.0,15994.0,737.0,0.0
Origami of Landscape,ONA,1,Finished Airing,,,,Avant Garde,,add some,add some,,G - All Ages,4.99,13757.0,16150.0,714.0,0.0
Ballroom e Youkoso,TV,24,Finished Airing,Summer 2017,Summer,2017.0,Sports,Performing Arts,Production I.G,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Movic, Bandai Namco Games, Toy's Factory, Animatic",Shounen,PG-13 - Teens 13 or older,8.17,462.0,746.0,357375.0,3730.0
Jitaku Keibiin,OVA,4,Finished Airing,,,,Hentai,,Suzuki Mirano,add some,,Rx - Hentai,6.65,,5993.0,14825.0,67.0
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,OVA,1,Finished Airing,,,,Hentai,,Seven,"Pink Pineapple, Cloud22",,Rx - Hentai,6.58,,7471.0,8686.0,21.0
Shingeki no Bahamut: Genesis - Short Story,ONA,2,Finished Airing,,,,"Action, Adventure, Fantasy",,MAPPA,Cygames,,PG-13 - Teens 13 or older,7.13,3869.0,4520.0,29962.0,11.0
Kokekkou-san,TV,26,Finished Airing,Fall 2009,Fall,2009.0,,,add some,"Genco, G&G Entertainment",Kids,G - All Ages,,17916.0,20735.0,298.0,0.0
Brave Witches: Petersburg Daisenryaku,Special,1,Finished Airing,,,,"Action, Sci-Fi, Ecchi",Military,SILVER LINK.,"Nippon Columbia, KlockWorx, Glovision, Sony PCL, Kadokawa Media House, Sanyo Bussan, Kadokawa",,R+ - Mild Nudity,6.99,4565.0,6618.0,11634.0,15.0
3-gatsu no Lion Recap,TV Special,1,Finished Airing,,,,Drama,"Childcare, Strategy Game",Shaft,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Seinen,PG-13 - Teens 13 or older,6.7,6104.0,5653.0,17351.0,15.0
Soukyuu no Fafner: Dead Aggressor - The Beyond,Movie,3,Finished Airing,,,,"Drama, Sci-Fi","Mecha, Military","Production I.G, I.Gzwei",King Records,,PG-13 - Teens 13 or older,7.24,3264.0,7594.0,8318.0,14.0
Zenmaiji-kake no Truffe,ONA,2,Finished Airing,,,,Fantasy,,add some,Kamio Japan,,G - All Ages,5.66,11982.0,19612.0,367.0,0.0
Mochimochi Panda,ONA,6,Finished Airing,,,,,,add some,Kamio Japan,Kids,G - All Ages,,18759.0,18656.0,440.0,0.0
Nekopara OVA,OVA,1,Finished Airing,,,,"Comedy, Romance",Anthropomorphic,"lxtl, Felix Film",add some,,PG-13 - Teens 13 or older,6.92,4917.0,2629.0,81978.0,291.0
Otokonoko ♂ Delivery,OVA,1,Finished Airing,,,,"Boys Love, Hentai",,Studio 9 Maiami,Studio Zealot,,Rx - Hentai,5.79,,5944.0,15166.0,116.0
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,ONA,1,Finished Airing,,,,"Action, Fantasy",Video Game,"Studio Hibari, Ultra Super Pictures",XFLAG,,PG-13 - Teens 13 or older,6.28,8652.0,10518.0,3408.0,2.0
Fate/Apocrypha,TV,25,Finished Airing,Summer 2017,Summer,2017.0,"Action, Fantasy",Urban Fantasy,A-1 Pictures,"Aniplex, Half H.P Studio, Notes, Tokyo MX, BS11",,R - 17+ (violence & profanity),7.2,3481.0,493.0,504596.0,2657.0
Capsule Boy,TV,26,Finished Airing,Spring 2016,Spring,2016.0,Sci-Fi,,add some,add some,Kids,G - All Ages,,20486.0,20275.0,322.0,0.0
Kemy Lang Buka Chaka,TV,156,Finished Airing,Winter 2009,Winter,2009.0,Adventure,,add some,add some,Kids,G - All Ages,,17767.0,20087.0,337.0,0.0
Kemy,TV,52,Finished Airing,Winter 2011,Winter,2011.0,,,add some,add some,Kids,G - All Ages,,17766.0,20308.0,322.0,0.0
Kemy Tamheomdae,TV,26,Finished Airing,Summer 2016,Summer,2016.0,Adventure,,add some,add some,Kids,G - All Ages,,17768.0,21436.0,259.0,0.0
Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,TV,26,Finished Airing,Spring 2017,Spring,2017.0,"Comedy, Fantasy",Mahou Shoujo,Qianqi Animation,"B.CMAY PICTURES, Alpha Group",,PG - Children,5.99,10296.0,14956.0,971.0,2.0
Monster Strike Anime,ONA,23,Finished Airing,,,,"Action, Fantasy",Video Game,"SANZIGEN, XFLAG Pictures, Yokohama Animation Laboratory",add some,,PG-13 - Teens 13 or older,6.29,8627.0,7715.0,7965.0,12.0
Shin Skyers 5 EX,Special,12,Finished Airing,,,,"Action, Sci-Fi",,add some,add some,,G - All Ages,,15015.0,21361.0,264.0,0.0
Hwasan Golae,Movie,1,Finished Airing,,,,"Horror, Suspense",,add some,Korean Academy of Film Arts,,R - 17+ (violence & profanity),,22170.0,16584.0,647.0,0.0
Chou Yuu Sekai: Being the Reality,ONA,20,Finished Airing,,,,"Action, Adventure, Fantasy, Romance",Video Game,"Asahi Production, Success Corp.",Tencent Animation & Comics,,PG-13 - Teens 13 or older,6.12,9581.0,5293.0,20635.0,40.0
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,ONA,1,Finished Airing,,,,Action,,add some,Square Enix,,G - All Ages,5.83,11149.0,12111.0,2165.0,1.0
Hizukuri,ONA,1,Finished Airing,,,,"Adventure, Sci-Fi",,add some,add some,,G - All Ages,,21963.0,8701.0,5948.0,0.0
Owara Nai Chinkonka wo Utaou,Special,4.0,Finished Airing,,,,"Drama, Supernatural",,add some,add some,,G - All Ages,,19338.0,19463.0,377.0,0.0
Owara Nai Chinkonka wo Utaou: Seinen no Uta,ONA,1,Finished Airing,,,,"Drama, Supernatural",,add some,add some,,G - All Ages,,19339.0,20534.0,310.0,0.0
Eiyuu ni wa Narenai Bokura Dakara,Special,5.0,Finished Airing,,,,,"Performing Arts, School",add some,add some,,G - All Ages,5.72,11713.0,18525.0,450.0,0.0
Kyou mo Kyou to te Tape wa Mawaru,Special,1,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,5.32,13117.0,20428.0,316.0,0.0
Umbrella Fighter!,Special,4,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,,15921.0,20695.0,301.0,0.0
"Saa, Ketatamashiki Kono Hibi ni",Special,4,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,,14561.0,21033.0,282.0,0.0
Kimi to no Tadashii Yakusoku,Special,3,Finished Airing,,,,Sports,Team Sports,add some,add some,,G - All Ages,,17827.0,19393.0,383.0,0.0
Kimi to no Tadashii Yakusoku (2007),Special,3,Finished Airing,,,,Sports,Team Sports,add some,add some,,G - All Ages,,17829.0,20087.0,338.0,0.0
Anata no Katagoshi Chotto Ue,ONA,3,Finished Airing,,,,"Comedy, Supernatural",,add some,add some,,G - All Ages,,19895.0,20337.0,320.0,0.0
Shinmai,Special,4,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,15025.0,21301.0,267.0,0.0
No Shiba no Shiba,Special,2,Finished Airing,,,,"Comedy, Supernatural",School,add some,add some,,G - All Ages,,19106.0,21251.0,270.0,0.0
Sukui Agete Kurenai ka,ONA,1,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,4.92,13828.0,19217.0,398.0,0.0
Bikkuriman Kids: Theme Fighter Nyander,ONA,4,Finished Airing,,,,,Parody,add some,add some,Kids,G - All Ages,,20274.0,20294.0,322.0,0.0
Kujira no Kora wa Sajou ni Utau,TV,12,Finished Airing,Fall 2017,Fall,2017.0,"Drama, Fantasy, Mystery, Sci-Fi",,J.C.Staff,"Bandai Visual, Lantis, Magic Capsule, Hakuhodo DY Music & Pictures, Akita Shoten, Sony PCL, Contents Seed",Shoujo,PG-13 - Teens 13 or older,7.16,3742.0,1109.0,244604.0,1064.0
Youjo Shenki Episode 0,ONA,1,Finished Airing,,,,"Comedy, Fantasy","Isekai, Parody, Reincarnation",Studio PuYUKAI,add some,,G - All Ages,6.04,10057.0,5509.0,18566.0,11.0
Junlin Chengxia,ONA,13,Finished Airing,,,,"Comedy, Fantasy",,Haoliners Animation League,"Tencent Animation & Comics, Pb Animation",,PG-13 - Teens 13 or older,5.82,11217.0,13741.0,1326.0,6.0
Kaito x Ansa,TV,12,Finished Airing,Summer 2017,Summer,2017.0,,Strategy Game,Tengu Kobo,Pony Canyon,,PG-13 - Teens 13 or older,4.94,13801.0,9738.0,4344.0,4.0
Minna no Okayama-ken,ONA,10,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,,18702.0,21033.0,283.0,0.0
One Room Special,Special,1,Finished Airing,,,,Slice of Life,,Typhoon Graphics,add some,,PG-13 - Teens 13 or older,5.49,12612.0,5225.0,21297.0,15.0
"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",Special,1,Finished Airing,,,,Sports,"CGDCT, School","J.C.Staff, A.C.G.T.","Genco, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D.",Shounen,PG-13 - Teens 13 or older,6.57,6886.0,9511.0,4647.0,1.0
Sengoku Choujuu Giga: Otsu,TV,13,Finished Airing,Winter 2017,Winter,2017.0,Supernatural,"Historical, Mythology, Samurai",ILCA,King Records,,PG-13 - Teens 13 or older,5.85,11076.0,10465.0,3452.0,0.0
Yareruko! Densha Ecchi,,,,,,,,,,,,,6.69,,,,
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,TV,37,Finished Airing,Spring 2017,Spring,2017.0,"Adventure, Mystery, Sci-Fi","Detective, Mecha",OLM,TBS,,PG - Children,6.03,10129.0,13635.0,1371.0,3.0
Youjo Shenki,ONA,12,Finished Airing,,,,"Comedy, Fantasy","Isekai, Military, Parody, Reincarnation",Studio PuYUKAI,add some,,G - All Ages,6.72,6007.0,4760.0,26629.0,44.0
